reference,type,transaction,price,surface,price_per_sqm,rooms,bathrooms,floor,city,neighborhood,condition,age,amenities,description,listing_date
MA-KEN-56644,Appartement,Vente,788959,59,13372,5,1,0,Kenitra,Aviation,Très bon état,14,"Ascenseur, Concierge, Cuisine équipée, Parking, Piscine, Placard, Terrasse, Vue montagne",Beau appartement dans le quartier recherché de Aviation,2025-12-04
MA-TAN-33833,Villa,Location vacances,5294704,302,17532,7,4,0,Tanger,Mesnana,Bon état,37,"Cave, Cuisine équipée, Garage, Parking, Placard, Sécurité",Beau villa dans le quartier recherché de Mesnana,2025-09-10
MA-TAN-56342,Riad,Vente,10571899,401,26363,4,3,0,Tanger,Malabata,Très bon état,0,"Ascenseur, Balcon, Cave, Parking, Piscine, Placard",Magnifique riad en très bon état à Malabata,2025-09-27
MA-OUJ-82790,Studio,Vente,446012,44,10136,1,1,10,Oujda,Al Amal,Excellent état,0,"Ascenseur, Climatisation, Concierge, Garage, Jardin, Vue mer",Studio moderne de 44m² à Oujda,2025-09-01
MA-CAS-65551,Appartement,Location,1122175,63,17812,4,2,1,Casablanca,Palmier,Très bon état,8,"Ascenseur, Cuisine équipée, Placard, Terrasse, Vue mer",Magnifique appartement en très bon état à Palmier,2025-12-17
MA-TAN-38127,Appartement,Vente,2066464,134,15421,5,1,8,Tanger,Ibn Batouta,Très bon état,19,"Ascenseur, Climatisation, Jardin, Parking, Placard, Sécurité, Terrasse, Vue montagne",Beau appartement dans le quartier recherché de Ibn Batouta,2025-08-20
MA-FÈS-56460,Villa,Vente,3650071,310,11774,3,3,0,Fès,Florence,À rénover,16,"Balcon, Chauffage, Garage, Jardin","Villa de 310m² situé à Florence, Fès",2025-07-18
MA-TAN-79816,Maison,Location,3000295,237,12659,4,1,0,Tanger,Gzenaya,Neuf,16,"Concierge, Cuisine équipée, Placard, Sécurité, Vue montagne",Maison spacieux avec 4 chambres à Tanger,2025-08-17
MA-RAB-71104,Maison,Vente,1267528,89,14241,2,2,0,Rabat,Kamra,Excellent état,0,"Ascenseur, Jardin, Piscine, Placard, Sécurité, Vue mer, Vue montagne",Beau maison dans le quartier recherché de Kamra,2025-08-16
MA-CAS-37912,Appartement,Vente,2561436,136,18834,2,1,2,Casablanca,Gauthier,Excellent état,38,"Balcon, Chauffage, Concierge, Jardin, Placard, Sécurité, Vue montagne",Appartement moderne de 136m² à Casablanca,2025-07-22
MA-FÈS-54460,Appartement,Location,2173767,177,12281,4,2,9,Fès,Saiss,Neuf,15,"Balcon, Cave, Chauffage, Climatisation, Concierge, Cuisine équipée, Parking, Vue mer",Appartement spacieux avec 4 chambres à Fès,2025-12-20
MA-FÈS-37860,Maison,Vente,1980609,200,9903,6,1,0,Fès,Medina,À rénover,5,"Chauffage, Climatisation, Concierge, Garage",Maison moderne de 200m² à Fès,2025-11-25
MA-TAN-50352,Studio,Vente,397229,43,9237,1,1,0,Tanger,California,Très bon état,39,"Ascenseur, Balcon, Cave, Parking, Vue montagne","Studio de 43m² situé à California, Tanger",2025-09-19
MA-OUJ-65033,Villa,Vente,2737280,198,13824,8,2,0,Oujda,Boukhaled,Très bon état,40,"Ascenseur, Balcon, Cave, Cuisine équipée, Sécurité, Terrasse, Vue mer, Vue montagne",Beau villa dans le quartier recherché de Boukhaled,2025-08-03
MA-CAS-63391,Appartement,Vente,1720474,123,13987,4,1,1,Casablanca,Palmier,Bon état,30,"Balcon, Concierge, Cuisine équipée, Piscine, Placard, Sécurité, Terrasse, Vue montagne",Magnifique appartement en bon état à Palmier,2025-07-15
MA-RAB-57550,Studio,Vente,586442,34,17248,1,1,3,Rabat,Souissi,Très bon état,23,"Climatisation, Jardin, Piscine, Placard, Terrasse",Studio spacieux avec 1 chambres à Rabat,2025-08-01
MA-CAS-97545,Villa,Location,8080961,511,15814,3,4,0,Casablanca,Hay Mohammadi,Excellent état,27,"Climatisation, Cuisine équipée, Placard",Beau villa dans le quartier recherché de Hay Mohammadi,2025-09-24
MA-MAR-10337,Appartement,Vente,2271615,173,13130,5,2,9,Marrakech,Targa,Neuf,12,"Cave, Concierge, Garage, Piscine, Placard, Sécurité, Terrasse",Beau appartement dans le quartier recherché de Targa,2025-09-24
MA-RAB-19133,Riad,Location,8034530,449,17894,4,3,0,Rabat,Hassan,Neuf,29,"Ascenseur, Balcon, Piscine",Magnifique riad en neuf à Hassan,2025-11-11
MA-MEK-33544,Appartement,Vente,2656671,221,12021,4,2,0,Meknès,Toulal,Neuf,23,"Balcon, Climatisation, Concierge, Cuisine équipée, Parking, Placard, Terrasse, Vue mer",Magnifique appartement en neuf à Toulal,2025-08-14
MA-FÈS-76039,Studio,Location,385225,46,8374,1,1,11,Fès,Zouagha,Excellent état,14,"Balcon, Climatisation, Concierge, Garage, Terrasse, Vue mer",Studio moderne de 46m² à Fès,2025-12-07
MA-RAB-99282,Appartement,Vente,748896,81,9245,5,1,2,Rabat,Medina,Bon état,38,"Balcon, Cave, Garage, Jardin, Piscine, Placard, Sécurité, Vue montagne",Appartement moderne de 81m² à Rabat,2025-12-18
MA-MAR-54208,Studio,Vente,594375,34,17481,1,1,2,Marrakech,Route de Fès,Bon état,23,"Ascenseur, Cave, Sécurité, Vue montagne",Magnifique studio en bon état à Route de Fès,2025-08-14
MA-KEN-71042,Appartement,Vente,1395739,161,8669,5,1,6,Kenitra,Lalla Mimouna,Excellent état,7,"Cave, Chauffage, Climatisation, Concierge, Parking, Placard, Terrasse, Vue montagne",Magnifique appartement en excellent état à Lalla Mimouna,2025-10-07
MA-TÉT-48827,Villa,Vente,9380577,582,16117,7,4,0,Tétouan,Msallah,Excellent état,37,"Ascenseur, Cave, Jardin, Vue mer",Magnifique villa en excellent état à Msallah,2025-11-16
MA-AGA-62280,Maison,Vente,1859204,131,14192,3,1,0,Agadir,Anza,À rénover,26,"Chauffage, Concierge, Garage, Piscine, Terrasse, Vue mer, Vue montagne","Maison de 131m² situé à Anza, Agadir",2025-10-04
MA-CAS-85478,Appartement,Vente,3991279,240,16630,4,1,1,Casablanca,Gauthier,Neuf,6,"Ascenseur, Balcon, Cave, Climatisation, Cuisine équipée, Garage, Terrasse","Appartement de 240m² situé à Gauthier, Casablanca",2025-11-12
MA-MAR-52302,Appartement,Location,1698015,148,11473,4,1,11,Marrakech,Menara,Bon état,39,"Balcon, Climatisation, Placard",Magnifique appartement en bon état à Menara,2025-11-30
MA-CAS-61203,Villa,Vente,4558927,205,22238,5,3,0,Casablanca,Racine,Bon état,34,"Garage, Piscine, Vue mer",Beau villa dans le quartier recherché de Racine,2025-07-18
MA-RAB-19428,Appartement,Vente,1772091,167,10611,5,2,5,Rabat,Yacoub El Mansour,À rénover,6,"Cave, Chauffage, Climatisation, Cuisine équipée, Garage, Jardin, Terrasse, Vue mer",Magnifique appartement en à rénover à Yacoub El Mansour,2025-08-09
MA-CAS-87187,Maison,Vente,3869588,228,16971,2,2,0,Casablanca,Sidi Maarouf,Neuf,40,"Chauffage, Climatisation, Concierge, Cuisine équipée, Garage, Parking, Piscine, Sécurité",Magnifique maison en neuf à Sidi Maarouf,2025-10-15
MA-FÈS-41150,Appartement,Vente,2915837,241,12098,2,2,11,Fès,Atlas,Excellent état,35,"Cave, Concierge, Jardin, Parking, Placard, Vue mer","Appartement de 241m² situé à Atlas, Fès",2025-12-03
MA-AGA-13127,Appartement,Vente,1676657,140,11976,3,1,3,Agadir,Hay Dakhla,À rénover,1,"Ascenseur, Climatisation, Cuisine équipée, Garage, Jardin, Sécurité, Terrasse, Vue montagne","Appartement de 140m² situé à Hay Dakhla, Agadir",2025-11-16
MA-AGA-64606,Villa,Vente,5907168,309,19117,7,4,0,Agadir,Ben Sergao,Bon état,38,"Ascenseur, Cave, Jardin, Vue montagne",Villa moderne de 309m² à Agadir,2025-08-01
MA-SAL-10472,Duplex,Vente,1898245,190,9990,4,2,3,Salé,Tabriquet,Très bon état,5,"Ascenseur, Balcon, Chauffage, Vue montagne","Duplex de 190m² situé à Tabriquet, Salé",2025-08-02
MA-FÈS-67456,Maison,Vente,1370744,125,10965,3,2,0,Fès,Zouagha,Neuf,28,"Cave, Cuisine équipée, Parking, Piscine",Beau maison dans le quartier recherché de Zouagha,2025-08-22
MA-CAS-48157,Studio,Vente,646421,49,13192,1,1,3,Casablanca,Bourgogne,Excellent état,18,"Balcon, Cave, Concierge, Piscine, Terrasse","Studio de 49m² situé à Bourgogne, Casablanca",2025-08-14
MA-AGA-74734,Appartement,Vente,1114493,106,10514,1,1,12,Agadir,Tilila,Très bon état,26,"Balcon, Cave, Climatisation, Vue mer",Beau appartement dans le quartier recherché de Tilila,2025-12-12
MA-AGA-58074,Maison,Location,2366995,200,11834,5,2,0,Agadir,Secteur Touristique,Neuf,36,"Cave, Parking, Vue montagne",Maison spacieux avec 5 chambres à Agadir,2025-09-11
MA-TAN-90029,Appartement,Location vacances,1777391,213,8344,1,1,1,Tanger,Gzenaya,À rénover,8,"Garage, Parking, Vue montagne","Appartement de 213m² situé à Gzenaya, Tanger",2025-09-23
MA-CAS-72063,Duplex,Location,2457900,177,13886,4,1,9,Casablanca,Ain Diab,Bon état,6,"Balcon, Chauffage, Jardin, Placard, Sécurité, Vue montagne",Magnifique duplex en bon état à Ain Diab,2025-09-23
MA-AGA-64130,Appartement,Vente,2178969,248,8786,5,2,4,Agadir,Tilila,Neuf,33,"Cave, Jardin, Parking, Placard, Terrasse",Appartement spacieux avec 5 chambres à Agadir,2025-08-24
MA-MAR-51584,Maison,Vente,1327361,80,16592,6,2,0,Marrakech,Daoudiat,Neuf,18,"Cave, Concierge, Terrasse, Vue montagne",Beau maison dans le quartier recherché de Daoudiat,2025-10-14
MA-KEN-33303,Appartement,Vente,3157413,233,13551,2,1,8,Kenitra,Medina,À rénover,3,"Ascenseur, Balcon, Cuisine équipée, Jardin, Parking, Piscine, Vue mer","Appartement de 233m² situé à Medina, Kenitra",2025-07-26
MA-RAB-15168,Villa,Vente,2559640,175,14626,4,4,0,Rabat,Medina,Bon état,34,"Ascenseur, Balcon, Cave, Concierge, Placard",Villa spacieux avec 4 chambres à Rabat,2025-07-20
MA-OUJ-22440,Villa,Location,7583807,504,15047,7,4,0,Oujda,Al Qods,Neuf,16,"Climatisation, Cuisine équipée, Terrasse, Vue montagne","Villa de 504m² situé à Al Qods, Oujda",2025-11-06
MA-CAS-98256,Studio,Vente,578885,40,14472,1,1,5,Casablanca,Anfa,À rénover,30,"Chauffage, Terrasse, Vue mer",Studio spacieux avec 1 chambres à Casablanca,2025-08-12
MA-RAB-91328,Duplex,Vente,1766387,145,12181,3,1,10,Rabat,Hassan,À rénover,36,"Ascenseur, Balcon, Cave, Jardin, Piscine",Duplex moderne de 145m² à Rabat,2025-12-02
MA-MEK-42186,Riad,Vente,2922267,233,12541,10,3,0,Meknès,Saada,À rénover,10,"Ascenseur, Balcon, Chauffage, Concierge, Cuisine équipée, Piscine",Riad spacieux avec 10 chambres à Meknès,2025-09-25
MA-CAS-11595,Riad,Location,11937025,495,24115,7,4,0,Casablanca,Anfa,À rénover,7,"Balcon, Concierge, Garage, Placard",Riad spacieux avec 7 chambres à Casablanca,2025-08-21
MA-TAN-92613,Studio,Vente,407851,45,9063,1,1,10,Tanger,Centre Ville,Excellent état,30,"Ascenseur, Garage, Parking, Piscine, Sécurité","Studio de 45m² situé à Centre Ville, Tanger",2025-08-20
MA-RAB-11015,Villa,Vente,6299646,262,24044,4,2,0,Rabat,Hay Riad,À rénover,16,"Balcon, Climatisation, Sécurité",Villa moderne de 262m² à Rabat,2025-07-25
MA-RAB-73551,Riad,Location vacances,7987072,471,16957,7,3,0,Rabat,Hassan,Bon état,29,"Concierge, Cuisine équipée, Garage, Piscine, Placard",Magnifique riad en bon état à Hassan,2025-08-23
MA-MAR-31296,Villa,Vente,8421993,497,16945,7,4,0,Marrakech,Targa,Très bon état,8,"Ascenseur, Cave, Concierge, Cuisine équipée, Jardin, Piscine, Vue mer, Vue montagne",Magnifique villa en très bon état à Targa,2025-09-25
MA-AGA-49707,Maison,Location,1033363,84,12301,4,2,0,Agadir,Secteur Touristique,Excellent état,9,"Ascenseur, Cuisine équipée, Garage, Jardin, Parking, Placard, Terrasse",Maison moderne de 84m² à Agadir,2025-11-27
MA-KEN-95307,Appartement,Vente,1240724,142,8737,4,1,12,Kenitra,Lalla Mimouna,Excellent état,15,"Concierge, Jardin, Parking, Terrasse, Vue mer",Appartement moderne de 142m² à Kenitra,2025-10-17
MA-CAS-92233,Duplex,Vente,2110777,112,18846,2,2,3,Casablanca,Racine,À rénover,23,"Cave, Chauffage, Climatisation, Cuisine équipée, Garage, Placard, Terrasse","Duplex de 112m² situé à Racine, Casablanca",2025-10-21
MA-RAB-84115,Villa,Vente,2273285,150,15155,3,4,0,Rabat,Aviation,À rénover,32,"Climatisation, Terrasse, Vue mer","Villa de 150m² situé à Aviation, Rabat",2025-11-30
MA-TAN-35059,Appartement,Vente,1038690,76,13666,3,1,5,Tanger,California,Bon état,40,"Chauffage, Cuisine équipée, Sécurité","Appartement de 76m² situé à California, Tanger",2025-11-25
MA-RAB-52298,Maison,Location,1807409,125,14459,4,2,0,Rabat,Orangers,Très bon état,7,"Climatisation, Placard, Vue mer",Maison spacieux avec 4 chambres à Rabat,2025-08-20
MA-FÈS-91650,Appartement,Vente,718575,85,8453,5,1,3,Fès,Zouagha,Neuf,7,"Climatisation, Parking, Piscine, Placard, Sécurité, Vue mer",Magnifique appartement en neuf à Zouagha,2025-07-23
MA-TAN-23325,Riad,Location,5868416,393,14932,7,4,0,Tanger,Mesnana,Bon état,29,"Ascenseur, Garage, Jardin, Vue mer, Vue montagne","Riad de 393m² situé à Mesnana, Tanger",2025-09-06
MA-FÈS-83247,Appartement,Vente,391569,50,7831,2,1,1,Fès,Atlas,Bon état,24,"Balcon, Cuisine équipée, Jardin, Vue montagne",Appartement spacieux avec 2 chambres à Fès,2025-12-13
MA-MAR-49336,Studio,Vente,858945,48,17894,1,1,5,Marrakech,Gueliz,Bon état,27,"Balcon, Piscine, Sécurité",Studio spacieux avec 1 chambres à Marrakech,2025-11-13
MA-TAN-16898,Appartement,Location vacances,1567206,173,9058,1,2,1,Tanger,Mesnana,Très bon état,39,"Cave, Chauffage, Parking, Terrasse, Vue mer",Magnifique appartement en très bon état à Mesnana,2025-09-26
MA-RAB-18896,Studio,Vente,469172,28,16756,1,1,7,Rabat,Medina,Neuf,31,"Ascenseur, Balcon, Cuisine équipée, Piscine, Vue montagne",Studio moderne de 28m² à Rabat,2025-12-06
MA-TAN-98999,Villa,Vente,3148116,205,15356,6,2,0,Tanger,Rmilat,Bon état,34,"Ascenseur, Cave, Chauffage, Jardin, Piscine, Placard, Terrasse",Villa spacieux avec 6 chambres à Tanger,2025-09-08
MA-CAS-38365,Maison,Vente,3267321,208,15708,5,1,0,Casablanca,Anfa,Très bon état,20,"Ascenseur, Climatisation, Garage, Piscine, Placard, Terrasse, Vue mer, Vue montagne",Beau maison dans le quartier recherché de Anfa,2025-09-04
MA-MAR-82699,Appartement,Location,1423164,85,16743,5,2,2,Marrakech,Palmeraie,Neuf,22,"Garage, Jardin, Piscine, Placard, Sécurité, Terrasse, Vue montagne","Appartement de 85m² situé à Palmeraie, Marrakech",2025-09-05
MA-MAR-55779,Studio,Location,612893,48,12768,1,1,0,Marrakech,Sidi Youssef Ben Ali,Très bon état,17,"Placard, Terrasse, Vue mer",Studio moderne de 48m² à Marrakech,2025-12-29
MA-MAR-18301,Studio,Location,528377,40,13209,1,1,1,Marrakech,Sidi Youssef Ben Ali,Bon état,32,"Balcon, Cave, Garage, Parking, Placard, Vue mer, Vue montagne","Studio de 40m² situé à Sidi Youssef Ben Ali, Marrakech",2025-11-26
MA-RAB-18411,Appartement,Location,1234422,92,13417,3,1,3,Rabat,Océan,Neuf,10,"Balcon, Concierge, Vue mer",Magnifique appartement en neuf à Océan,2025-12-04
MA-CAS-95628,Duplex,Location,3300145,183,18033,2,2,2,Casablanca,Gauthier,Excellent état,2,"Balcon, Chauffage, Concierge, Terrasse, Vue montagne",Beau duplex dans le quartier recherché de Gauthier,2025-09-13
MA-CAS-10793,Villa,Vente,10306714,386,26701,3,3,0,Casablanca,Gauthier,Excellent état,1,"Cave, Climatisation, Jardin, Piscine, Sécurité, Vue mer","Villa de 386m² situé à Gauthier, Casablanca",2025-07-12
MA-CAS-76065,Appartement,Vente,2249048,229,9821,1,1,7,Casablanca,Anfa,À rénover,37,"Cave, Chauffage, Climatisation, Concierge, Garage, Jardin, Placard",Beau appartement dans le quartier recherché de Anfa,2025-07-27
MA-TAN-42230,Villa,Vente,4119945,311,13247,8,4,0,Tanger,Branes,Très bon état,5,"Cave, Chauffage, Cuisine équipée, Jardin, Parking, Piscine, Terrasse",Beau villa dans le quartier recherché de Branes,2025-11-15
MA-CAS-83271,Appartement,Vente,1619535,98,16525,1,2,2,Casablanca,California,Neuf,13,"Balcon, Concierge, Vue mer, Vue montagne",Magnifique appartement en neuf à California,2025-10-08
MA-OUJ-80023,Appartement,Vente,1648728,201,8202,1,1,11,Oujda,Al Qods,Bon état,10,"Ascenseur, Balcon, Sécurité",Beau appartement dans le quartier recherché de Al Qods,2025-09-20
MA-MAR-94829,Villa,Vente,15398343,542,28410,5,4,0,Marrakech,Targa,Neuf,26,"Cave, Garage, Sécurité, Vue montagne",Villa moderne de 542m² à Marrakech,2025-08-10
MA-CAS-17513,Appartement,Vente,1142384,127,8995,3,2,3,Casablanca,Maarif,Très bon état,12,"Cave, Placard, Terrasse, Vue mer, Vue montagne",Beau appartement dans le quartier recherché de Maarif,2025-09-01
MA-FÈS-59146,Maison,Vente,3703919,289,12816,2,2,0,Fès,Zouagha,Bon état,40,"Ascenseur, Garage, Terrasse",Maison spacieux avec 2 chambres à Fès,2025-11-19
MA-CAS-56727,Appartement,Vente,1817204,165,11013,3,2,5,Casablanca,Hay Mohammadi,Excellent état,27,"Ascenseur, Balcon, Cave, Chauffage, Garage, Piscine, Vue montagne",Magnifique appartement en excellent état à Hay Mohammadi,2025-07-22
MA-CAS-79276,Duplex,Vente,3993517,189,21129,2,2,9,Casablanca,Palmier,Neuf,9,"Ascenseur, Cave, Concierge, Cuisine équipée, Piscine, Terrasse, Vue mer",Duplex moderne de 189m² à Casablanca,2025-10-20
MA-MEK-45687,Appartement,Location,1198318,174,6886,4,1,9,Meknès,Ville Nouvelle,À rénover,6,"Ascenseur, Climatisation, Concierge, Piscine, Sécurité, Terrasse, Vue mer, Vue montagne",Beau appartement dans le quartier recherché de Ville Nouvelle,2025-10-18
MA-CAS-46168,Appartement,Vente,927036,54,17167,1,1,1,Casablanca,Maarif,Très bon état,27,"Cave, Cuisine équipée, Garage, Piscine, Sécurité, Terrasse, Vue montagne",Magnifique appartement en très bon état à Maarif,2025-09-05
MA-CAS-60142,Villa,Vente,4374431,249,17567,3,2,0,Casablanca,Bourgogne,À rénover,16,"Climatisation, Parking, Terrasse",Villa spacieux avec 3 chambres à Casablanca,2025-08-08
MA-MAR-13289,Maison,Location,3301211,251,13152,2,1,0,Marrakech,Palmeraie,À rénover,5,"Ascenseur, Cave, Cuisine équipée, Parking, Placard, Sécurité, Vue mer",Beau maison dans le quartier recherché de Palmeraie,2025-10-20
MA-CAS-45271,Maison,Vente,2444309,159,15373,6,1,0,Casablanca,Ain Diab,Neuf,18,"Placard, Vue mer, Vue montagne",Maison moderne de 159m² à Casablanca,2025-09-26
MA-TÉT-62225,Maison,Vente,1492252,126,11843,2,2,0,Tétouan,Msallah,Neuf,39,"Balcon, Cuisine équipée, Parking, Placard, Vue mer",Maison spacieux avec 2 chambres à Tétouan,2025-10-26
MA-TAN-83105,Maison,Location,3157780,242,13048,4,2,0,Tanger,Malabata,Bon état,30,"Ascenseur, Balcon, Climatisation, Concierge, Garage, Jardin, Sécurité, Vue montagne",Maison spacieux avec 4 chambres à Tanger,2025-08-06
MA-TAN-99402,Villa,Location,5312458,416,12770,7,2,0,Tanger,California,Neuf,36,"Chauffage, Concierge, Garage, Placard, Vue mer",Villa spacieux avec 7 chambres à Tanger,2025-12-01
MA-SAL-33619,Riad,Vente,6843826,485,14110,5,3,0,Salé,Aviation,À rénover,30,"Ascenseur, Cuisine équipée, Garage, Jardin",Magnifique riad en à rénover à Aviation,2025-10-17
MA-RAB-84538,Duplex,Vente,3088377,160,19302,3,1,12,Rabat,Hassan,À rénover,37,"Balcon, Chauffage, Climatisation, Cuisine équipée, Garage, Parking, Terrasse, Vue mer",Duplex moderne de 160m² à Rabat,2025-12-05
MA-FÈS-35822,Studio,Vente,663500,50,13270,1,1,2,Fès,Route Ain Chkef,Neuf,25,"Ascenseur, Cave, Chauffage, Piscine, Vue montagne","Studio de 50m² situé à Route Ain Chkef, Fès",2025-11-28
MA-RAB-66106,Villa,Vente,6576339,253,25993,8,3,0,Rabat,Souissi,Très bon état,36,"Balcon, Cave, Concierge, Jardin, Vue mer",Beau villa dans le quartier recherché de Souissi,2025-11-11
MA-MAR-83273,Appartement,Vente,834091,41,20343,4,1,2,Marrakech,Medina,À rénover,40,"Ascenseur, Garage, Jardin, Vue mer, Vue montagne","Appartement de 41m² situé à Medina, Marrakech",2025-11-28
MA-AGA-91467,Appartement,Location,1779169,156,11404,5,2,7,Agadir,Tikiouine,Bon état,10,"Chauffage, Climatisation, Concierge, Garage, Jardin, Parking, Piscine, Placard",Magnifique appartement en bon état à Tikiouine,2025-11-27
MA-MEK-96114,Riad,Vente,6422280,342,18778,9,4,0,Meknès,Bassatine,Bon état,13,"Cave, Jardin, Terrasse, Vue mer",Riad moderne de 342m² à Meknès,2025-08-11
MA-TAN-30110,Appartement,Vente,1995725,162,12319,2,2,1,Tanger,Boubana,Bon état,7,"Balcon, Chauffage, Concierge, Vue mer, Vue montagne","Appartement de 162m² situé à Boubana, Tanger",2025-11-29
MA-MAR-60798,Duplex,Vente,2131888,103,20697,4,2,1,Marrakech,Daoudiat,Excellent état,34,"Balcon, Cave, Cuisine équipée, Vue mer",Duplex spacieux avec 4 chambres à Marrakech,2025-07-25
MA-AGA-32860,Duplex,Vente,1934283,154,12560,4,1,3,Agadir,Ben Sergao,Très bon état,36,"Ascenseur, Cave, Concierge, Cuisine équipée, Sécurité","Duplex de 154m² situé à Ben Sergao, Agadir",2025-12-01
